id,label
1921,9
1922,9
1923,9
1924,9
1925,9
1926,9
1927,9
1928,9
1929,9
1930,9
1101,10
1102,10
1103,10
1104,10
1105,10
1106,10
1107,10
1108,10
1109,10
11010,10
11011,10
11012,10
11013,10
11014,10
11015,10
11016,10
11017,10
11018,10
11019,10
11020,10
11021,10
11022,10
11023,10
11024,10
11025,10
11026,10
11027,10
11028,10
11029,10
11030,10
1111,11
1112,11
1113,11
1114,11
1115,11
1116,11
1117,11
1118,11
1119,11
11110,11
11111,11
11112,11
11113,11
11114,11
11115,11
11116,11
11117,11
11118,11
11119,11
11120,11
11121,11
11122,11
11123,11
11124,11
11125,11
11126,11
11127,11
11128,11
11129,11
11130,11
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,1
2117,1
2118,1
2119,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2128,1
2129,1
2130,1
221,2
222,2
223,2
224,2
225,2
226,2
227,2
228,2
229,2
2210,2
2211,2
2212,2
2213,2
2214,2
2215,2
2216,2
2217,2
2218,2
2219,2
2220,2
2221,2
2222,2
2223,2
2224,2
2225,2
2226,2
2227,2
2228,2
2229,2
2230,2
231,3
232,3
233,3
234,3
235,3
236,3
237,3
238,3
239,3
2310,3
2311,3
2312,3
2313,3
2314,3
2315,3
2316,3
2317,3
2318,3
2319,3
2320,3
2321,3
2322,3
2323,3
2324,3
2325,3
2326,3
2327,3
2328,3
2329,3
2330,3
241,4
242,4
243,4
244,4
245,4
246,4
247,4
248,4
249,4
2410,4
2411,4
2412,4
2413,4
2414,4
2415,4
2416,4
2417,4
2418,4
2419,4
2420,4
2421,4
2422,4
2423,4
2424,4
2425,4
2426,4
2427,4
2428,4
2429,4
2430,4
251,5
252,5
253,5
254,5
255,5
256,5
257,5
258,5
259,5
2510,5
2511,5
2512,5
2513,5
2514,5
2515,5
2516,5
2517,5
2518,5
2519,5
2520,5
2521,5
2522,5
2523,5
2524,5
2525,5
2526,5
2527,5
2528,5
2529,5
2530,5
261,6
262,6
263,6
264,6
265,6
266,6
267,6
268,6
269,6
2610,6
2611,6
2612,6
2613,6
2614,6
2615,6
2616,6
2617,6
2618,6
2619,6
2620,6
2621,6
2622,6
2623,6
2624,6
2625,6
2626,6
2627,6
2628,6
2629,6
2630,6
271,7
272,7
273,7
274,7
275,7
276,7
277,7
278,7
279,7
2710,7
2711,7
2712,7
2713,7
2714,7
2715,7
2716,7
2717,7
2718,7
2719,7
2720,7
2721,7
2722,7
2723,7
2724,7
2725,7
2726,7
2727,7
2728,7
2729,7
2730,7
281,8
282,8
283,8
284,8
285,8
286,8
287,8
288,8
289,8
2810,8
2811,8
2812,8
2813,8
2814,8
2815,8
2816,8
2817,8
2818,8
2819,8
2820,8
2821,8
2822,8
2823,8
2824,8
2825,8
2826,8
2827,8
2828,8
2829,8
2830,8
291,9
292,9
293,9
294,9
295,9
296,9
297,9
298,9
299,9
2910,9
2911,9
2912,9
2913,9
2914,9
2915,9
2916,9
2917,9
2918,9
2919,9
2920,9
2921,9
2922,9
2923,9
2924,9
2925,9
2926,9
2927,9
2928,9
2929,9
2930,9
2101,10
2102,10
2103,10
2104,10
2105,10
2106,10
2107,10
2108,10
2109,10
21010,10
21011,10
21012,10
21013,10
21014,10
21015,10
21016,10
21017,10
21018,10
21019,10
21020,10
21021,10
21022,10
21023,10
21024,10
21025,10
21026,10
21027,10
21028,10
21029,10
21030,10
2111,11
2112,11
2113,11
2114,11
2115,11
2116,11
2117,11
2118,11
2119,11
21110,11
21111,11
21112,11
21113,11
21114,11
21115,11
21116,11
21117,11
21118,11
21119,11
21120,11
21121,11
21122,11
21123,11
21124,11
21125,11
21126,11
21127,11
21128,11
21129,11
21130,11
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
3110,1
3111,1
3112,1
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,1
3122,1
3123,1
3124,1
3125,1
3126,1
3127,1
3128,1
3129,1
3130,1
321,2
322,2
323,2
324,2
325,2
326,2
327,2
328,2
329,2
3210,2
3211,2
3212,2
3213,2
3214,2
3215,2
3216,2
3217,2
3218,2
3219,2
3220,2
3221,2
3222,2
3223,2
3224,2
3225,2
3226,2
3227,2
3228,2
3229,2
3230,2
331,3
332,3
333,3
334,3
335,3
336,3
337,3
338,3
339,3
3310,3
3311,3
3312,3
3313,3
3314,3
3315,3
3316,3
3317,3
3318,3
3319,3
3320,3
3321,3
3322,3
3323,3
3324,3
3325,3
3326,3
3327,3
3328,3
3329,3
3330,3
341,4
342,4
343,4
344,4
345,4
346,4
347,4
348,4
349,4
3410,4
3411,4
3412,4
3413,4
3414,4
3415,4
3416,4
3417,4
3418,4
3419,4
3420,4
3421,4
3422,4
3423,4
3424,4
3425,4
3426,4
3427,4
3428,4
3429,4
3430,4
351,5
352,5
353,5
354,5
355,5
356,5
357,5
358,5
359,5
3510,5
3511,5
3512,5
3513,5
3514,5
3515,5
3516,5
3517,5
3518,5
3519,5
3520,5
3521,5
3522,5
3523,5
3524,5
3525,5
3526,5
3527,5
3528,5
3529,5
3530,5
361,6
362,6
363,6
364,6
365,6
366,6
367,6
368,6
369,6
3610,6
3611,6
3612,6
3613,6
3614,6
3615,6
3616,6
3617,6
3618,6
3619,6
3620,6
3621,6
3622,6
3623,6
3624,6
3625,6
3626,6
3627,6
3628,6
3629,6
3630,6
371,7
372,7
373,7
374,7
375,7
376,7
377,7
378,7
379,7
3710,7
3711,7
3712,7
3713,7
3714,7
3715,7
3716,7
3717,7
3718,7
3719,7
3720,7
3721,7
3722,7
3723,7
3724,7
3725,7
3726,7
3727,7
3728,7
3729,7
3730,7
381,8
382,8
383,8
384,8
385,8
386,8
387,8
388,8
389,8
3810,8
3811,8
3812,8
3813,8
3814,8
3815,8
3816,8
3817,8
3818,8
3819,8
3820,8
3821,8
3822,8
3823,8
3824,8
3825,8
3826,8
3827,8
3828,8
3829,8
3830,8
391,9
392,9
393,9
394,9
395,9
396,9
397,9
398,9
399,9
3910,9
3911,9
3912,9
3913,9
3914,9
3915,9
3916,9
3917,9
3918,9
3919,9
3920,9
3921,9
3922,9
3923,9
3924,9
3925,9
3926,9
3927,9
3928,9
3929,9
3930,9
3101,10
3102,10
3103,10
3104,10
3105,10
3106,10
3107,10
3108,10
3109,10
31010,10
31011,10
31012,10
31013,10
31014,10
31015,10
31016,10
31017,10
31018,10
31019,10
31020,10
31021,10
31022,10
31023,10
31024,10
31025,10
31026,10
31027,10
31028,10
31029,10
31030,10
3111,11
3112,11
3113,11
3114,11
3115,11
3116,11
3117,11
3118,11
3119,11
31110,11
31111,11
31112,11
31113,11
31114,11
31115,11
31116,11
31117,11
31118,11
31119,11
31120,11
31121,11
31122,11
31123,11
31124,11
31125,11
31126,11
31127,11
31128,11
31129,11
31130,11
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
4110,1
4111,1
4112,1
4113,1
4114,1
4115,1
4116,1
4117,1
4118,1
4119,1
4120,1
4121,1
4122,1
4123,1
4124,1
4125,1
4126,1
4127,1
4128,1
4129,1
4130,1
421,2
422,2
423,2
424,2
425,2
426,2
427,2
428,2
429,2
4210,2
4211,2
4212,2
4213,2
4214,2
4215,2
4216,2
4217,2
4218,2
4219,2
4220,2
4221,2
4222,2
4223,2
4224,2
4225,2
4226,2
4227,2
4228,2
4229,2
4230,2
431,3
432,3
433,3
434,3
435,3
436,3
437,3
438,3
439,3
4310,3
4311,3
4312,3
4313,3
4314,3
4315,3
4316,3
4317,3
4318,3
4319,3
4320,3
4321,3
4322,3
4323,3
4324,3
4325,3
4326,3
4327,3
4328,3
4329,3
4330,3
441,4
442,4
443,4
444,4
445,4
446,4
447,4
448,4
449,4
4410,4
4411,4
4412,4
4413,4
4414,4
4415,4
4416,4
4417,4
4418,4
4419,4
4420,4
4421,4
4422,4
4423,4
4424,4
4425,4
4426,4
4427,4
4428,4
4429,4
4430,4
451,5
452,5
453,5
454,5
455,5
456,5
457,5
458,5
459,5
4510,5
4511,5
4512,5
4513,5
4514,5
4515,5
4516,5
4517,5
4518,5
4519,5
4520,5
4521,5
4522,5
4523,5
4524,5
4525,5
4526,5
4527,5
4528,5
4529,5
4530,5
461,6
462,6
463,6
464,6
465,6
466,6
467,6
468,6
469,6
4610,6
4611,6
4612,6
4613,6
4614,6
4615,6
4616,6
4617,6
4618,6
4619,6
4620,6
4621,6
4622,6
4623,6
4624,6
4625,6
4626,6
4627,6
4628,6
4629,6
4630,6
471,7
472,7
473,7
474,7
475,7
476,7
477,7
478,7
479,7
4710,7
4711,7
4712,7
4713,7
4714,7
4715,7
4716,7
4717,7
4718,7
4719,7
4720,7
4721,7
4722,7
4723,7
4724,7
4725,7
4726,7
4727,7
4728,7
4729,7
4730,7
481,8
482,8
483,8
484,8
485,8
486,8
487,8
488,8
489,8
4810,8
4811,8
4812,8
4813,8
4814,8
4815,8
4816,8
4817,8
4818,8
4819,8
4820,8
4821,8
4822,8
4823,8
4824,8
4825,8
4826,8
4827,8
4828,8
4829,8
4830,8
491,9
492,9
493,9
494,9
495,9
496,9
497,9
498,9
499,9
4910,9
4911,9
4912,9
4913,9
4914,9
4915,9
4916,9
4917,9
4918,9
4919,9
4920,9
4921,9
4922,9
4923,9
4924,9
4925,9
4926,9
4927,9
4928,9
4929,9
4930,9
4101,10
4102,10
4103,10
4104,10
4105,10
4106,10
4107,10
4108,10
4109,10
41010,10
41011,10
41012,10
41013,10
41014,10
41015,10
41016,10
41017,10
41018,10
41019,10
41020,10
41021,10
41022,10
41023,10
41024,10
41025,10
41026,10
41027,10
41028,10
41029,10
41030,10
4111,11
4112,11
4113,11
4114,11
4115,11
4116,11
4117,11
4118,11
4119,11
41110,11
41111,11
41112,11
41113,11
41114,11
41115,11
41116,11
41117,11
41118,11
41119,11
41120,11
41121,11
41122,11
41123,11
41124,11
41125,11
41126,11
41127,11
41128,11
41129,11
41130,11
